,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,13.825333333333328,14.246219281663517,10.879999999999999,10.698960302457468,0.22114880065157938,0.2542922469539208,0.5721058600282284,0.5362530366679338,0.09898003495071245,0.08479078931732308,0.1178403234114553,0.1104062163914977,442.2253333333333,437.1951795841207,271.7795555555556,265.7840264650284,0.000764246913580246,0.0007380307031492887,0.0008314074074074076,0.0008710303350831367,0.027645016071260402,0.027166720507806764,0.02883413614810417,0.02951322305481285,blightrotated
1,19.339111111111105,18.172022684310033,8.862222222222218,17.14272211720228,0.4459137197548816,0.5287576107761413,0.8515671759648481,0.5633481951602601,0.0757050930552681,0.07902141960384867,0.1969305235443067,0.09310962738090606,858.9497777777775,766.503780718337,292.1235555555554,715.9678638941406,0.000674271604938271,0.0007039711836364227,0.001310024691358024,0.0007967694154895105,0.025966740360281477,0.026532455288503225,0.03619426323822636,0.028227104270355304,blightrotated
2,17.13999999999999,21.503780718336483,17.67066666666666,9.067107750472594,0.6935228316797887,0.5308409018100059,0.6478677019636946,0.9047922387320646,0.09642244940128535,0.07309160546678926,0.09756290315261278,0.12475919298622923,509.5115555555553,766.61247637051,558.1648888888886,154.63610586011345,0.0007330370370370365,0.0006268068295925187,0.0006720987654320982,0.0009593617447050295,0.027074656729809826,0.025036110512468162,0.025924867703270894,0.030973565256602758,blightrotated
3,22.745333333333328,25.69187145557655,20.329777777777768,22.404064272211716,0.6291860331654131,0.5684953420360244,0.6419216737735033,0.6319241149051246,0.0656794846967411,0.04787323862122596,0.12552647932168154,0.06865682288075516,1149.3471111111105,1372.1758034026464,1150.5431111111102,1168.4305293005673,0.0004429629629629625,0.0004729248037278311,0.0006837530864197524,0.0005078776876869367,0.021046685320091678,0.021746834338078523,0.02614867274680978,0.02253614181014436,blightrotated
4,17.971555555555554,16.198015122873354,11.416444444444442,17.499527410207943,0.3566594463169391,0.5235130716938224,0.7552928420516801,0.3998542771245568,0.08985399214285097,0.09587362472412145,0.12997661629888352,0.09597957275964912,744.4320000000001,579.657372400756,330.9737777777775,727.6346880907374,0.0008118518518518519,0.000824575383878703,0.0010088888888888886,0.0008373058272376113,0.02849301408857708,0.028715420663446723,0.031763011332190914,0.028936237268131656,blightrotated
5,21.030222222222225,18.985349716446116,4.746222222222221,18.99054820415878,0.40557071664119587,0.5117029237010778,0.973176247804869,0.5186602474335059,0.14804347823779934,0.13733482401652855,0.27507154412144735,0.13045413742419185,1213.827555555555,1052.594990548204,62.628888888888895,1028.2996219281658,0.001659061728395062,0.0017786886124620761,0.0027760987654321004,0.0016722665728038416,0.040731581461994106,0.04217450192310605,0.052688696752074826,0.04089335609611715,blightrotated
6,14.21111111111109,17.555765595463143,16.258666666666663,10.829395085066169,0.5259977311661217,0.3843294187249987,0.4373163995992804,0.6547769509307011,0.134456429882518,0.1186401420430109,0.11870155400914893,0.18221221060157144,491.418222222222,628.3572778827978,559.3288888888892,343.0089792060492,0.0012435555555555546,0.0011364712461719342,0.0011564444444444448,0.0016894638383939474,0.035264083081168504,0.03371158919677229,0.03400653531961827,0.04110308794231824,blightrotated
7,11.843555555555557,13.501890359168243,12.796888888888892,16.814272211720233,0.6775027611313551,0.6821974411722449,0.7771825987688117,0.5343819263614437,0.129347583796108,0.09264095337129165,0.0979251031921716,0.08366132498193725,357.2808888888891,350.2230623818524,315.0173333333334,532.1375236294895,0.000976888888888889,0.0008170934566414499,0.0007361975308641977,0.0007322238342487341,0.031255221785949444,0.028584846626166283,0.02713296023039502,0.02705963477670632,blightrotated
8,15.93911111111111,22.13941398865786,22.355999999999987,21.280718336483908,0.7053873827923473,0.4168974402751145,0.4013184899706751,0.455186017524975,0.06890521009780477,0.05623329384457807,0.0565939680046942,0.05930366985523735,432.7755555555557,828.4371455576562,865.8448888888882,791.6465028355386,0.0004558024691358023,0.00041887625473036505,0.0003928888888888887,0.0004329467447586306,0.021349530887956353,0.02046646659124054,0.01982142499642467,0.020807372365549442,blightrotated
9,22.140888888888878,23.030718336483947,20.762666666666664,15.118147448015128,0.11402711185441806,0.09706774887051493,0.24751361856524332,0.4301299146545423,0.06312492146217002,0.05707704324026409,0.06801716310251056,0.10185626592947715,970.4208888888887,971.9399810964087,849.0177777777777,590.5841209829867,0.0005695802469135802,0.0005606978605708242,0.0005832098765432104,0.0007505378053966357,0.023865880392593526,0.023679059537296328,0.024149738643372734,0.027395945053905982,blightrotated
